MAAMOV,DISH CALL,SLING CALL,MULTICAST,PORT,SSM1,SSM2,BUNDLE,BUNDLE NAME,In Use,Sentry Number,Audio_1,Audio_2,Primary Port,Backup Port,EVERTZ - Template,EVERTZ - DMG1,EVERTZ - DMG2,EVERTZ - Encoder,EVERTZ - IRD1,EVERTZ - IRD2,EVERTZ - Launch Status,EVERTZ  Note-1,EVERTZ  Note-2,EVERTZ - Source Description,Daily Summery Include,Sling Call DUPLICATE,Multicast DUPLICATE
ZEESAR,NA,ZEESAR,232.70.6.105,1234,172.31.27.22,172.31.28.22,BUNDLE,TATA,Yes,Sentry 5,,,Port 141,Port 1141,Outside,,,,,,Customer,Sarthak TV,,Building 2,YES,ok,ok
ZEETALK,NA,ZEETALK,232.70.6.116,1234,172.31.27.22,172.31.28.22,BUNDLE,TATA,Yes,Sentry 5,,,Port 142,Port 1142,Outside,,,,,,Customer,Zee Talkies,,Building 2,YES,ok,ok
ZEETAML,NA,ZEETAML,232.70.6.101,1234,172.31.27.22,172.31.28.22,BUNDLE,TATA,Yes,Sentry 5,,,Port 143,Port 1143,Outside,,,,,,Customer,Zee Tamil,,Building 2,YES,ok,ok
ZEETE,ZEETE,ZEETE,232.20.98.174,3101,172.31.1.21,172.31.2.21,BUNDLE,DBS,Yes,Sentry 5,,,Port 144,Port 1144,Encoder,DMG1,DMG2,ENCODER,,,Customer,Zee Telugu (Telugu),,Cheyenne Service,YES,ok,ok
ZEETVH,ZEETV,ZEETVH,232.20.6.142,3101,172.31.1.21,172.31.2.21,BUNDLE,DBS,Yes,Sentry 5,,,Port 145,Port 1145,Encoder,DMG1,DMG2,ENCODER,,,Customer,Zee TV HD (Hindi),,Cheyenne Service,YES,ok,ok
ZINGUSA,ZING,ZINGUSA,232.20.97.43,3101,172.31.1.21,172.31.2.21,BUNDLE,DBS,Yes,Sentry 5,,,Port 146,Port 1146,Encoder,DMG1,DMG2,ENCODER,,,Customer,ZING USA,,Cheyenne Service,YES,ok,ok
ZJTV,NA,ZJTV,232.20.97.204,3101,172.31.1.21,172.31.2.21,BUNDLE,DBS,Yes,Sentry 5,,,Port 147,Port 1147,Encoder,DMG1,DMG2,ENCODER,,,Customer,Zhejiang TV (Mandarin),,Cheyenne Service,YES,ok,ok
ZOOMUSA,NA,ZOOMUSA,232.20.214.14,3101,172.31.1.24,172.31.2.24,BUNDLE,Che BT Tower,Yes,Sentry 5,,,Port 148,Port 1148,Encoder,DMG1,DMG2,ENCODER,,,Customer,Zoom,,Cheyenne Service,YES,ok,ok
ZSMILE,NA,ZSMILE,232.70.6.115,1234,172.31.27.22,172.31.28.22,BUNDLE,TATA,Yes,Sentry 5,,,Port 149,Port 1149,Outside,,,,,,Customer,ZEE SMILE,,Building 2,YES,ok,ok
DOGTV,NA,DOGTV,232.70.5.160,1234,172.31.27.23,172.31.28.23,BUNDLE,ZIXI,Yes,Sentry 5,,,Port 150,Port 1150,Outside,,,,,,Customer,DOG TV,,Building 2,YES,ok,ok
DISC,DISC,DISC,232.70.17.12,1234,172.31.27.23,172.31.28.23,BUNDLE,TATA,Yes,Sentry 5,,,Port 151,Port 1151,Outside,,,,,,Customer,Discovery Channel,,Building 2,YES,ok,ok
TLC,TLC,TLC,232.70.17.13,1234,172.31.27.23,172.31.28.23,BUNDLE,TATA,Yes,Sentry 5,,,Port 152,Port 1152,Outside,,,,,,Customer,The Learning Channel,,Building 2,YES,ok,ok
MTRTND,MTRTND,MTRTND,232.70.17.8,1234,172.31.27.23,172.31.28.23,BUNDLE,TATA,Yes,Sentry 5,,,Port 153,Port 1153,Outside,,,,,,Customer,MotorTrend,,Building 2,YES,ok,ok
SCI,SCI,SCI,232.70.17.21,1234,172.31.27.23,172.31.28.23,BUNDLE,TATA,Yes,Sentry 5,,,Port 154,Port 1154,Outside,,,,,,Customer,Science,,Building 2,YES,ok,ok
ID,ID,ID,232.70.17.19,1234,172.31.27.23,172.31.28.23,BUNDLE,TATA,Yes,Sentry 5,,,Port 155,Port 1155,Outside,,,,,,Customer,Investigation Discovery,,Building 2,YES,ok,ok
DSCE,DSCE,DSCE,232.70.17.17,1234,172.31.27.23,172.31.28.23,BUNDLE,TATA,Yes,Sentry 5,,,Port 156,Port 1156,Outside,,,,,,Customer,Discovery en Español,,Building 2,YES,ok,ok
DSFAM,DSFAM,DSFAM,232.70.17.18,1234,172.31.27.23,172.31.28.23,BUNDLE,TATA,Yes,Sentry 5,,,Port 157,Port 1157,Outside,,,,,,Customer,Discovery Familia,,Building 2,YES,ok,ok
AHC,AHC,AHC,232.70.17.16,1234,172.31.27.23,172.31.28.23,BUNDLE,TATA,Yes,Sentry 5,,,Port 158,Port 1158,Outside,,,,,,Customer,American Heroes,,Building 2,YES,ok,ok
AMERI,AMERI,AMERI,232.70.17.14,1234,172.31.27.23,172.31.28.23,BUNDLE,TATA,Yes,Sentry 5,,,Port 159,Port 1159,Outside,,,,,,Customer,Destination America,,Building 2,YES,ok,ok
PPV4,NA,PPV4,232.23.36.59,3101,172.31.1.22,172.31.2.22,BUNDLE,Gilbert MCR,Yes,Sentry 5,,,Port 160,Port 1160,Encoder,DMG1,DMG2,ENCODER,,,Customer,,Gilbert Master Control Service: Sling 59,Gilbert Service,SKIP,ok,ok
PTCPG,PTCPG,PTCPG,232.20.5.173,3101,172.31.1.24,172.31.2.24,BUNDLE,DBS,Yes,Sentry 5,,,Port 161,Port 1161,Encoder,DMG1,DMG2,ENCODER,,,Customer,PTC  Punjabi Gold (Punjabi),,Cheyenne Service,YES,ok,ok
PTCSR,PTCSR,PTCSR,232.70.5.86,1234,172.31.27.23,172.31.28.23,BUNDLE,ZIXI,Yes,Sentry 5,,,Port 162,Port 1162,Outside,DMG1,DMG2,ENCODER,,,Customer,,,Building 2,YES,ok,ok
PTCM,PTCM,PTCM,232.70.5.85,1234,172.31.27.23,172.31.28.23,BUNDLE,DBS,Yes,Sentry 5,,,Port 163,Port 1163,Outside,DMG1,DMG2,ENCODER,,,Customer,,,Building 2,YES,ok,ok
PTCDT,PTCDT,PTCDT,232.70.5.87,1234,172.31.27.23,172.31.28.23,BUNDLE,DBS,Yes,Sentry 5,,,Port 164,Port 1164,Outside,DMG1,DMG2,ENCODER,,,Customer,,,Building 2,YES,ok,ok
GURBAA,GURBAA,GURBAA,232.23.13.153,3101,172.31.1.24,172.31.2.24,BUNDLE,NEXTOLOGIES,Yes,Sentry 5,,,Port 165,Port 1165,IRD,DMG1,DMG2,,Gilbert Fiber,Gilbert Fiber,Customer,,NEXTOLOGIES DELIVERY: A FIBER SOURCE IN STM1770 FEEDS COMPRESSION DMGS,Gilbert Fiber Service,YES,ok,ok
PXSPT,PXSPT,PXSPT,232.168.50.153,3101, 172.31.1.32,172.31.2.32,BUNDLE,NOBUNDLE,Yes,Sentry 5,,,Port 166,Port 1166,Encoder,DMG1,DMG2,ENCODER,,,Customer,,,Gilbert Service,YES,ok,ok
FRPRV,FRPRV,FRPRV,232.23.36.55,3101,172.31.1.22,172.31.2.22,BUNDLE,Gilbert MCR,Yes,Sentry 5,,,Port 167,Port 1167,Encoder,,,,,,Beta,,,Gilbert Service MC,SKIP,ok,ok
KTFD,KTFD,KTFD,232.30.53.12,3101,172.31.1.23,172.31.2.23,BUNDLE,LOCALS,Yes,Sentry 5,,,Port 168,Port 1168,LRF,DMG1,DMG2,ENCODER,,,Customer,,,LRF Encoder,YES,ok,ok
BEIN2,BEIN2,BEIN2,232.168.50.111,3101,172.31.1.31,172.31.2.31,BUNDLE,Eurovision SRT,Yes,Sentry 5,,,Port 169,Port 1169,Outside,,,,,,Customer,Bein Sports en Espanol,,Building 2,SKIP,ok,ok
COMET,NA,COMET,232.70.4.12,1234,172.31.27.23,172.31.28.23,BUNDLE,LTN,Yes,Sentry 5,,,Port 170,Port 1170,Outside,,,,,,Beta,Comet,,Building 2,YES,ok,ok
,,,,,,,,,,Sentry 6,,,,,,,,,,,,,,,,,
